Date,Daily Rainfall Total (mm),Highest 30-min Rainfall (mm),Highest 60-min Rainfall (mm),Highest 120-min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
14 Feb,7.6,6.4,6.4,6.4,27.5,30.4,25.6,6.1,30.2
15 Feb,0.0,0.0,0.0,0.0,28.3,32.1,26.2,6.5,33.5
16 Feb,0.0,0.0,0.0,0.0,28.1,31.2,26.2,9.7,44.6
17 Feb,0.0,0.0,0.0,0.0,27.8,31.0,25.9,8.6,39.2
18 Feb,0.2,0.2,0.2,0.2,27.5,30.7,25.0,6.1,38.5
19 Feb,92.0,17.4,28.6,39.4,24.4,26.9,23.2,5.0,33.5
20 Feb,0.8,0.4,0.4,0.6,25.8,28.2,24.0,6.1,36.7
21 Feb,0.0,0.0,0.0,0.0,26.9,30.6,24.4,7.2,37.8
22 Feb,0.0,0.0,0.0,0.0,27.7,31.8,25.0,7.2,33.1
23 Feb,0.0,0.0,0.0,0.0,27.8,31.6,25.6,7.6,41.8
24 Feb,9.2,3.6,3.8,5.0,25.9,29.3,23.3,6.5,45.0
25 Feb,0.0,0.0,0.0,0.0,27.2,30.8,24.6,9.4,52.6
26 Feb,0.0,0.0,0.0,0.0,27.8,31.4,25.7,9.0,40.0
27 Feb,0.0,0.0,0.0,0.0,28.0,32.0,25.2,7.9,38.2
28 Feb,0.0,0.0,0.0,0.0,27.9,31.3,25.8,9.4,40.0
29 Feb,0.0,0.0,0.0,0.0,28.1,31.3,26.2,10.1,49.3
1 Jan,0.8,0.4,0.4,0.4,26.5,28.4,24.3,6.1,35.6
2 Jan,22.4,9.8,13.2,17.8,25.3,27.3,22.8,6.1,49.3
3 Jan,1.4,0.6,1.0,1.2,25.6,26.6,24.8,5.4,33.5
4 Jan,7.4,4.4,6.6,7.0,27.3,30.7,25.1,5.8,32.4
5 Jan,0.0,0.0,0.0,0.0,28.2,31.8,26.0,6.8,31.3
6 Jan,1.4,1.2,1.2,1.4,28.2,31.5,26.4,6.5,32.0
7 Jan,0.0,0.0,0.0,0.0,28.4,32.5,26.3,7.6,34.6
8 Jan,0.0,0.0,0.0,0.0,28.1,32.4,25.8,7.2,39.2
9 Jan,6.4,5.8,6.4,6.4,28.3,32.5,25.5,7.2,40.0
10 Jan,0.0,0.0,0.0,0.0,28.5,32.5,26.3,6.5,31.7
11 Jan,15.0,7.0,7.0,7.6,27.8,32.2,25.4,4.7,31.7
12 Jan,0.0,0.0,0.0,0.0,28.4,32.0,26.4,6.5,32.4
13 Jan,0.0,0.0,0.0,0.0,28.7,31.8,26.6,6.8,33.8
14 Jan,8.6,7.4,8.6,8.6,28.2,33.3,26.2,5.8,31.3
15 Jan,19.8,15.6,19.8,19.8,27.5,31.6,24.8,4.3,24.5
16 Jan,11.8,6.2,9.6,11.4,27.2,31.4,25.6,4.0,19.1
17 Jan,22.8,22.6,22.6,22.6,27.4,32.4,24.3,4.0,33.1
18 Jan,13.8,11.4,13.0,13.6,27.7,33.5,25.4,5.4,32.0
19 Jan,4.6,3.4,3.4,3.4,27.9,30.6,26.2,5.4,41.8
20 Jan,8.6,8.4,8.4,8.4,27.4,31.0,25.2,5.8,35.6
21 Jan,0.2,0.2,0.2,0.2,27.9,30.7,26.6,5.4,31.7
22 Jan,20.8,7.4,8.0,8.8,27.4,31.4,25.1,5.0,45.0
23 Jan,1.0,1.0,1.0,1.0,27.5,32.4,25.9,6.8,37.4
24 Jan,0.6,0.4,0.6,0.6,28.2,32.2,26.2,8.3,45.0
25 Jan,10.8,6.8,7.4,7.4,27.6,30.8,25.2,7.6,43.2
26 Jan,3.8,1.4,1.4,2.6,27.1,29.7,25.2,6.5,38.5
27 Jan,0.0,0.0,0.0,0.0,28.3,31.8,26.0,7.2,36.7
28 Jan,0.4,0.4,0.4,0.4,27.8,32.1,25.6,5.8,31.3
29 Jan,2.8,2.4,2.4,2.6,27.5,31.2,25.2,5.4,32.4
30 Jan,0.0,0.0,0.0,0.0,28.5,33.0,26.0,6.5,29.5
31 Jan,5.0,5.0,5.0,5.0,27.7,32.5,25.9,6.5,34.6
1 Dec,26.6,11.6,17.2,23.8,26.4,32.5,23.4,5.2,41.0
2 Dec,18.0,10.8,17.4,17.8,26.7,32.2,25.0,4.4,22.0
3 Dec,0.0,0.0,0.0,0.0,28.2,32.6,25.8,4.3,28.8
4 Dec,0.0,0.0,0.0,0.0,28.1,31.4,26.3,4.8,30.6
5 Dec,40.4,18.2,22.4,40.0,27.5,32.7,23.5,4.5,37.4
6 Dec,10.8,6.0,6.4,8.0,27.0,32.0,25.2,4.9,36.0
7 Dec,0.0,0.0,0.0,0.0,28.3,32.4,25.3,6.4,33.5
8 Dec,49.4,22.6,29.8,31.2,27.6,31.4,24.3,3.9,27.7
9 Dec,1.6,1.0,1.0,1.2,27.7,32.1,24.2,6.0,28.4
10 Dec,45.4,37.8,41.2,42.6,27.6,33.1,22.9,5.4,31.7
11 Dec,76.6,40.8,65.4,76.6,26.7,30.2,22.4,3.9,42.1
12 Dec,11.4,5.6,7.0,7.6,26.5,31.1,25.0,5.2,25.2
13 Dec,20.0,12.2,12.2,12.4,25.1,28.3,24.0,5.2,32.0
14 Dec,0.8,0.2,0.4,0.4,27.2,31.3,23.9,4.3,22.0
15 Dec,0.0,0.0,0.0,0.0,26.9,29.0,25.1,6.4,22.3
16 Dec,0.4,0.4,0.4,0.4,27.2,29.7,25.5,5.9,39.2
17 Dec,0.0,0.0,0.0,0.0,27.4,30.0,25.8,6.6,41.8
18 Dec,0.6,0.4,0.6,0.6,27.2,30.6,25.3,7.2,40.7
19 Dec,0.0,0.0,0.0,0.0,28.3,32.5,25.7,7.1,38.5
20 Dec,0.0,0.0,0.0,0.0,28.2,31.9,25.2,6.5,31.3
22 Dec,0.2,0.2,0.2,0.2,28.9,32.3,26.1,4.5,28.8
23 Dec,2.6,2.2,2.2,2.6,28.0,31.6,23.0,5.8,47.9
24 Dec,24.0,18.4,19.4,22.8,26.4,29.2,22.8,4.6,36.4
25 Dec,0.0,0.0,0.0,0.0,27.6,31.3,25.2,6.1,37.4
26 Dec,0.0,0.0,0.0,0.0,28.2,31.6,25.9,6.7,35.3
27 Dec,0.0,0.0,0.0,0.0,28.1,31.3,25.7,6.4,32.4
28 Dec,4.8,2.6,2.8,2.8,27.5,31.4,25.7,6.2,33.5
29 Dec,10.0,6.6,9.0,9.4,26.1,28.5,23.6,7.0,39.2
30 Dec,0.0,0.0,0.0,0.0,27.8,31.5,25.5,7.9,43.9
31 Dec,16.8,4.8,6.4,8.2,26.2,30.1,24.5,7.1,47.2
1 Nov,0.2,0.2,0.2,0.2,27.3,32.4,24.9,4.0,17.6
2 Nov,16.4,11.8,15.8,16.4,26.8,32.5,23.8,4.6,37.4
3 Nov,0.0,0.0,0.0,0.0,27.9,31.6,25.1,5.5,26.3
4 Nov,1.2,1.2,1.2,1.2,27.9,31.6,25.3,4.3,24.1
5 Nov,0.0,0.0,0.0,0.0,28.5,32.4,25.8,4.4,26.3
6 Nov,0.0,0.0,0.0,0.0,28.5,32.3,26.5,6.0,28.8
7 Nov,14.8,7.0,7.2,7.2,27.0,31.6,23.0,5.4,32.8
8 Nov,5.6,5.6,5.6,5.6,27.2,29.7,25.5,3.5,21.2
9 Nov,18.6,10.0,13.0,18.6,27.4,30.8,24.7,4.2,19.4
10 Nov,8.4,4.0,4.8,7.8,27.7,32.6,26.0,3.7,22.3
11 Nov,4.0,3.0,3.4,3.6,26.5,31.6,24.8,4.5,32.0
12 Nov,0.0,0.0,0.0,0.0,27.8,31.9,25.2,5.6,26.3
13 Nov,2.0,1.2,1.4,1.8,27.8,32.2,26.4,3.5,18.0
14 Nov,0.0,0.0,0.0,0.0,28.6,31.7,25.9,7.1,38.2
15 Nov,0.0,0.0,0.0,0.0,28.0,31.1,26.7,4.0,28.1
16 Nov,23.2,9.4,15.6,22.4,25.5,27.9,23.8,5.2,30.2
17 Nov,33.8,13.2,21.2,32.6,26.8,31.8,22.8,4.7,22.0
18 Nov,0.0,0.0,0.0,0.0,28.6,32.3,26.1,6.5,32.8
19 Nov,0.0,0.0,0.0,0.0,28.5,31.2,26.6,5.0,28.4
20 Nov,2.4,2.2,2.2,2.2,27.0,32.2,25.1,4.2,34.2
21 Nov,0.0,0.0,0.0,0.0,27.2,32.4,25.2,4.5,25.9
22 Nov,0.2,0.2,0.2,0.2,27.7,30.9,25.3,4.8,25.9
23 Nov,0.0,0.0,0.0,0.0,28.8,34.3,26.0,5.8,29.9
24 Nov,47.2,18.4,23.2,40.4,26.3,29.4,23.9,3.6,25.9
25 Nov,3.2,2.2,2.4,2.8,26.8,31.5,25.0,4.7,32.8
26 Nov,24.4,14.6,16.4,17.0,26.1,30.8,24.1,5.6,28.1
27 Nov,0.0,0.0,0.0,0.0,27.3,32.8,24.3,4.5,20.9
28 Nov,0.0,0.0,0.0,0.0,28.3,33.6,25.4,5.6,36.4
29 Nov,0.6,0.2,0.2,0.2,28.4,32.1,25.3,5.3,35.3
30 Nov,12.2,4.6,5.4,5.6,27.2,31.9,24.8,4.8,24.5
1 Oct,0.0,0.0,0.0,0.0,28.5,32.8,27.2,8.5,30.2
2 Oct,9.4,2.2,4.0,7.0,27.3,31.4,23.5,6.3,50.8
3 Oct,0.0,0.0,0.0,0.0,27.9,30.6,25.8,6.7,27.4
4 Oct,0.0,0.0,0.0,0.0,28.6,31.6,26.8,9.3,33.5
5 Oct,0.2,0.2,0.2,0.2,28.2,30.9,27.3,5.7,20.5
6 Oct,30.4,17.6,29.0,30.2,27.7,31.4,23.9,6.5,38.5
7 Oct,12.4,12.0,12.0,12.0,27.9,31.7,23.6,5.4,33.5
8 Oct,0.0,0.0,0.0,0.0,28.1,32.7,26.0,4.7,29.9
9 Oct,0.0,0.0,0.0,0.0,28.9,33.2,27.0,7.7,27.7
10 Oct,0.0,0.0,0.0,0.0,28.7,31.9,27.0,8.2,26.6
11 Oct,0.0,0.0,0.0,0.0,29.1,34.2,26.9,9.4,27.0
12 Oct,0.0,0.0,0.0,0.0,29.1,33.8,27.1,8.1,28.8
13 Oct,0.0,0.0,0.0,0.0,29.0,34.2,27.1,9.6,38.2
14 Oct,0.0,0.0,0.0,0.0,29.0,33.0,27.1,9.3,28.1
15 Oct,0.0,0.0,0.0,0.0,29.4,33.3,27.4,9.3,27.7
16 Oct,0.0,0.0,0.0,0.0,28.8,32.3,27.1,9.4,25.9
17 Oct,0.0,0.0,0.0,0.0,28.9,32.8,27.3,9.0,28.8
18 Oct,0.0,0.0,0.0,0.0,28.9,31.6,27.3,8.5,27.4
19 Oct,0.0,0.0,0.0,0.0,28.9,32.1,27.3,9.3,34.6
20 Oct,0.0,0.0,0.0,0.0,28.9,32.1,27.2,9.9,33.1
21 Oct,0.0,0.0,0.0,0.0,29.0,32.3,27.0,11.5,34.6
22 Oct,0.0,0.0,0.0,0.0,28.9,32.5,27.1,10.1,29.2
23 Oct,0.0,0.0,0.0,0.0,29.0,32.3,27.3,10.4,33.8
24 Oct,4.2,3.6,3.8,3.8,28.4,31.2,26.9,10.1,33.8
25 Oct,1.4,1.4,1.4,1.4,28.6,32.1,26.7,5.4,23.8
26 Oct,0.0,0.0,0.0,0.0,29.1,33.6,27.0,6.7,24.5
27 Oct,0.2,0.2,0.2,0.2,28.6,33.1,26.1,5.4,30.6
28 Oct,19.8,7.8,11.8,15.8,26.5,31.5,21.8,6.8,59.0
29 Oct,0.0,0.0,0.0,0.0,28.3,31.7,24.8,6.1,29.2
30 Oct,8.8,8.4,8.4,8.4,27.0,30.7,24.1,3.7,36.0
31 Oct,0.8,0.8,0.8,0.8,27.1,32.3,25.2,3.9,21.6
1 Sep,0.0,0.0,0.0,0.0,28.6,31.5,27.0,10.0,35.3
2 Sep,0.0,0.0,0.0,0.0,28.6,32.0,26.9,11.4,34.6
3 Sep,2.0,2.0,2.0,2.0,28.4,31.1,26.7,12.2,35.3
4 Sep,0.0,0.0,0.0,0.0,28.5,32.5,27.3,10.8,32.8
5 Sep,0.0,0.0,0.0,0.0,28.8,32.3,27.1,10.0,30.2
6 Sep,0.0,0.0,0.0,0.0,28.6,32.1,26.8,9.0,31.7
7 Sep,0.0,0.0,0.0,0.0,28.4,31.6,26.8,9.0,29.2
8 Sep,0.0,0.0,0.0,0.0,28.4,31.0,26.9,10.2,31.3
9 Sep,0.0,0.0,0.0,0.0,26.6,30.0,24.5,6.6,36.0
10 Sep,0.0,0.0,0.0,0.0,27.4,30.0,25.0,5.7,29.5
11 Sep,0.0,0.0,0.0,0.0,28.4,32.1,26.5,10.0,30.2
12 Sep,0.0,0.0,0.0,0.0,28.1,31.0,26.7,10.2,35.3
13 Sep,0.0,0.0,0.0,0.0,28.5,31.7,27.1,7.9,25.9
14 Sep,0.6,0.6,0.6,0.6,28.1,30.8,27.0,9.4,37.4
15 Sep,60.0,25.4,27.4,30.4,26.3,29.1,23.8,6.0,34.6
16 Sep,15.0,15.0,15.0,15.0,27.0,29.3,25.0,8.8,40.3
17 Sep,0.0,0.0,0.0,0.0,28.3,30.9,26.9,9.5,32.0
18 Sep,0.0,0.0,0.0,0.0,28.5,30.9,27.2,12.3,34.6
19 Sep,0.0,0.0,0.0,0.0,28.7,31.5,27.0,10.1,32.8
20 Sep,0.0,0.0,0.0,0.0,29.1,32.7,27.1,6.3,31.3
21 Sep,1.4,1.4,1.4,1.4,28.5,30.8,27.4,7.6,35.6
22 Sep,1.0,1.0,1.0,1.0,28.4,31.0,26.9,8.6,46.1
23 Sep,0.0,0.0,0.0,0.0,28.5,31.0,27.0,6.0,30.2
24 Sep,0.0,0.0,0.0,0.0,28.3,31.4,26.3,4.7,25.6
25 Sep,0.0,0.0,0.0,0.0,28.4,31.2,26.9,8.0,28.8
26 Sep,0.0,0.0,0.0,0.0,28.5,32.0,26.8,8.4,33.5
27 Sep,0.0,0.0,0.0,0.0,28.6,32.3,27.0,7.6,29.5
28 Sep,65.0,32.6,46.8,61.8,27.4,31.3,23.2,6.0,40.7
29 Sep,0.0,0.0,0.0,0.0,28.0,31.3,25.5,6.4,31.3
30 Sep,6.2,6.2,6.2,6.2,28.1,31.9,25.1,7.1,41.4
1 Aug,0.4,0.4,0.4,0.4,26.5,29.6,24.3,6.6,37.4
2 Aug,3.2,3.2,3.2,3.2,28.1,31.2,26.1,8.4,34.6
3 Aug,30.4,23.4,26.4,26.8,25.9,27.9,22.4,8.3,45.4
4 Aug,31.2,20.6,24.2,27.8,26.6,29.6,23.2,5.6,32.4
5 Aug,0.0,0.0,0.0,0.0,28.2,31.5,26.7,8.6,30.2
6 Aug,10.2,10.0,10.2,10.2,26.7,29.3,22.8,8.0,35.6
7 Aug,49.8,23.2,28.0,30.0,26.8,28.9,24.5,8.1,41.8
8 Aug,42.8,40.0,42.4,42.6,27.6,29.9,23.2,7.9,49.7
9 Aug,10.0,8.2,9.6,9.6,27.0,31.0,22.0,8.8,51.8
10 Aug,2.2,2.2,2.2,2.2,28.1,31.3,26.5,10.6,34.6
11 Aug,0.6,0.2,0.2,0.4,28.2,31.1,27.3,8.9,36.4
12 Aug,3.6,0.8,1.2,1.4,26.2,27.8,24.4,6.7,28.8
13 Aug,0.0,0.0,0.0,0.0,27.9,31.5,25.7,8.3,38.5
14 Aug,0.0,0.0,0.0,0.0,28.8,31.9,27.0,9.3,26.6
15 Aug,0.0,0.0,0.0,0.0,28.6,32.2,27.0,11.7,38.9
16 Aug,1.0,1.0,1.0,1.0,28.3,31.3,26.3,9.6,43.9
17 Aug,7.6,7.4,7.4,7.4,27.9,29.6,23.5,9.6,50.8
18 Aug,0.0,0.0,0.0,0.0,28.5,31.9,26.7,11.1,36.7
19 Aug,0.0,0.0,0.0,0.0,28.5,31.4,26.8,9.7,33.5
20 Aug,0.0,0.0,0.0,0.0,28.7,32.0,27.1,8.6,33.1
21 Aug,4.6,4.4,4.4,4.4,28.1,30.9,24.3,7.5,31.0
22 Aug,0.0,0.0,0.0,0.0,28.4,31.4,27.1,10.4,36.7
23 Aug,0.0,0.0,0.0,0.0,28.4,31.3,27.1,11.8,36.4
24 Aug,0.0,0.0,0.0,0.0,28.3,31.0,27.2,11.5,36.7
25 Aug,22.4,20.8,22.2,22.2,27.6,29.5,24.0,8.8,40.0
26 Aug,0.2,0.2,0.2,0.2,28.3,31.1,25.6,9.6,41.4
27 Aug,0.0,0.0,0.0,0.0,28.6,31.7,26.1,10.8,38.5
28 Aug,0.0,0.0,0.0,0.0,28.6,32.1,27.0,11.1,38.5
29 Aug,0.0,0.0,0.0,0.0,29.0,32.4,27.4,11.9,34.2
30 Aug,0.0,0.0,0.0,0.0,28.7,31.6,27.3,11.9,41.4
31 Aug,0.0,0.0,0.0,0.0,28.6,31.6,27.2,11.4,37.4
1 Jul,1.8,1.8,1.8,1.8,28.0,29.8,23.7,7.6,32.4
2 Jul,0.0,0.0,0.0,0.0,28.8,31.0,27.5,9.1,39.2
3 Jul,0.0,0.0,0.0,0.0,28.8,31.8,27.4,10.8,42.1
4 Jul,23.4,17.6,18.8,23.4,26.9,29.0,22.3,8.4,47.2
5 Jul,0.0,0.0,0.0,0.0,28.7,31.5,27.3,9.4,37.4
6 Jul,1.0,1.0,1.0,1.0,28.7,31.3,27.5,10.5,32.8
7 Jul,0.0,0.0,0.0,0.0,28.8,30.7,27.5,10.3,36.7
8 Jul,9.8,9.8,9.8,9.8,28.5,31.3,25.8,8.0,41.4
9 Jul,1.2,1.2,1.2,1.2,29.0,32.0,26.6,6.2,29.5
10 Jul,16.8,12.6,16.0,16.2,28.2,29.9,24.4,9.0,45.0
11 Jul,0.0,0.0,0.0,0.0,28.9,31.8,27.5,9.7,37.4
12 Jul,0.0,0.0,0.0,0.0,28.9,32.0,27.6,9.5,32.0
13 Jul,2.6,2.6,2.6,2.6,28.7,30.3,27.6,11.2,42.5
14 Jul,0.0,0.0,0.0,0.0,28.1,30.2,25.5,12.7,52.6
15 Jul,0.0,0.0,0.0,0.0,28.8,32.0,27.6,9.2,30.6
16 Jul,0.0,0.0,0.0,0.0,28.9,32.5,27.6,9.8,40.0
17 Jul,14.4,10.0,10.0,14.4,28.7,31.6,25.6,10.1,42.8
18 Jul,0.0,0.0,0.0,0.0,29.1,31.8,27.8,10.8,34.9
19 Jul,0.0,0.0,0.0,0.0,29.1,32.4,27.8,10.0,34.6
20 Jul,0.0,0.0,0.0,0.0,28.9,32.4,27.5,9.6,35.3
21 Jul,0.0,0.0,0.0,0.0,29.2,32.5,27.6,9.9,34.2
22 Jul,0.0,0.0,0.0,0.0,29.4,32.7,27.6,12.6,37.1
23 Jul,0.0,0.0,0.0,0.0,28.8,31.0,27.5,11.4,36.0
24 Jul,0.0,0.0,0.0,0.0,28.6,32.5,27.1,8.8,39.6
25 Jul,0.0,0.0,0.0,0.0,29.1,32.3,27.1,9.5,33.8
26 Jul,0.2,0.2,0.2,0.2,28.1,31.3,25.1,8.7,53.6
27 Jul,0.2,0.2,0.2,0.2,28.4,31.0,27.0,9.9,47.9
28 Jul,1.8,1.6,1.6,1.6,28.0,30.9,25.9,11.0,40.7
29 Jul,0.0,0.0,0.0,0.0,28.7,32.5,26.8,13.8,40.7
30 Jul,0.0,0.0,0.0,0.0,28.5,31.7,27.3,9.1,37.1
31 Jul,1.4,0.6,1.0,1.0,27.2,30.7,24.7,6.8,47.2
1 Jun,0.0,0.0,0.0,0.0,29.4,33.3,27.3,6.9,25.9
2 Jun,0.0,0.0,0.0,0.0,28.9,33.5,25.9,8.8,36.4
3 Jun,0.0,0.0,0.0,0.0,28.5,31.9,25.6,8.1,28.8
4 Jun,0.0,0.0,0.0,0.0,28.9,33.0,27.2,7.9,27.0
5 Jun,0.0,0.0,0.0,0.0,28.8,33.1,26.3,6.3,31.0
6 Jun,5.4,5.4,5.4,5.4,28.2,31.8,26.6,3.8,31.3
7 Jun,5.8,1.2,1.8,2.6,28.0,31.0,25.1,6.1,26.3
8 Jun,12.6,9.0,9.0,9.2,27.8,29.4,24.9,5.9,31.0
9 Jun,0.0,0.0,0.0,0.0,27.8,30.6,25.8,5.0,27.0
10 Jun,0.0,0.0,0.0,0.0,28.7,32.1,26.7,6.5,32.0
11 Jun,1.4,1.2,1.2,1.2,28.3,31.9,26.7,6.7,33.8
12 Jun,12.4,10.2,10.8,11.4,26.8,29.6,24.1,6.1,33.5
13 Jun,0.0,0.0,0.0,0.0,27.6,30.2,25.3,5.5,25.9
14 Jun,3.2,1.4,2.0,2.6,26.3,28.0,24.2,7.6,37.4
15 Jun,0.0,0.0,0.0,0.0,27.7,29.6,25.7,7.2,32.0
16 Jun,0.6,0.2,0.4,0.6,27.2,29.1,23.5,7.2,46.1
17 Jun,0.0,0.0,0.0,0.0,28.0,30.6,26.9,7.6,38.5
18 Jun,0.0,0.0,0.0,0.0,28.9,32.1,27.2,9.9,27.4
19 Jun,0.0,0.0,0.0,0.0,28.9,31.0,27.6,10.6,36.7
20 Jun,0.0,0.0,0.0,0.0,29.2,31.4,27.7,9.8,37.4
21 Jun,0.0,0.0,0.0,0.0,29.4,32.1,28.1,10.2,37.1
22 Jun,0.0,0.0,0.0,0.0,29.4,32.4,27.8,10.0,39.2
23 Jun,0.0,0.0,0.0,0.0,29.4,32.1,27.9,9.9,39.6
24 Jun,0.0,0.0,0.0,0.0,29.1,31.8,27.7,11.1,35.3
25 Jun,0.0,0.0,0.0,0.0,29.2,32.3,27.8,10.4,31.7
26 Jun,0.0,0.0,0.0,0.0,29.1,32.0,27.6,10.6,31.0
27 Jun,0.0,0.0,0.0,0.0,29.0,31.5,27.5,11.1,35.3
28 Jun,0.0,0.0,0.0,0.0,29.1,31.4,27.7,10.4,36.0
29 Jun,0.0,0.0,0.0,0.0,29.4,32.5,27.8,9.2,29.9
30 Jun,0.0,0.0,0.0,0.0,29.3,32.3,27.6,9.2,32.0
1 May,0.0,0.0,0.0,0.0,28.0,32.5,25.5,4.5,25.9
2 May,4.4,4.4,4.4,4.4,27.7,31.1,24.6,4.4,25.6
3 May,46.0,24.6,35.0,41.8,26.4,29.5,23.9,6.0,45.0
4 May,0.0,0.0,0.0,0.0,28.0,31.9,26.5,5.5,30.6
5 May,0.0,0.0,0.0,0.0,29.0,32.5,25.8,5.9,27.0
6 May,3.4,3.2,3.4,3.4,28.8,32.8,25.1,5.9,35.3
7 May,0.0,0.0,0.0,0.0,28.9,32.4,28.0,8.7,26.6
8 May,28.6,24.0,28.6,28.6,28.5,31.9,24.4,8.4,45.0
9 May,0.0,0.0,0.0,0.0,28.7,31.8,26.6,8.7,32.0
10 May,0.0,0.0,0.0,0.0,29.1,33.7,27.8,9.4,29.2
11 May,0.0,0.0,0.0,0.0,29.6,32.9,27.8,11.1,33.1
12 May,0.0,0.0,0.0,0.0,29.1,32.2,27.9,9.8,43.2
13 May,0.0,0.0,0.0,0.0,29.1,32.5,27.8,7.3,29.5
14 May,0.2,0.2,0.2,0.2,28.8,34.1,26.4,7.6,32.4
15 May,46.2,29.6,40.8,44.8,26.9,29.4,23.8,4.5,28.4
16 May,0.0,0.0,0.0,0.0,28.1,30.3,27.0,7.5,25.6
17 May,0.0,0.0,0.0,0.0,29.1,32.6,27.2,7.2,34.9
18 May,6.2,3.2,4.0,5.6,28.6,32.4,25.6,5.6,27.4
19 May,0.0,0.0,0.0,0.0,29.2,32.9,27.8,8.5,33.8
20 May,0.4,0.2,0.2,0.2,28.6,30.6,26.9,8.3,35.6
21 May,0.0,0.0,0.0,0.0,29.0,31.8,27.0,8.1,29.9
22 May,0.0,0.0,0.0,0.0,28.5,30.7,27.9,8.5,28.8
23 May,21.6,9.4,16.2,16.2,26.6,28.3,24.6,5.2,34.9
24 May,0.0,0.0,0.0,0.0,28.3,31.8,26.2,6.1,27.7
25 May,0.0,0.0,0.0,0.0,28.5,32.1,27.7,7.4,41.8
26 May,12.8,7.0,11.0,12.8,28.4,31.8,25.3,7.7,34.6
27 May,0.0,0.0,0.0,0.0,28.1,30.8,25.6,7.4,29.9
28 May,0.0,0.0,0.0,0.0,28.8,31.7,26.3,7.0,28.8
29 May,0.0,0.0,0.0,0.0,29.3,32.5,28.1,9.9,35.6
30 May,0.0,0.0,0.0,0.0,29.5,33.6,28.0,10.7,34.6
31 May,0.0,0.0,0.0,0.0,29.3,33.6,27.0,7.7,32.4
1 Apr,0.0,0.0,0.0,0.0,27.1,32.1,25.1,4.3,31.0
2 Apr,38.6,32.8,37.8,38.4,26.7,31.9,23.2,5.2,52.2
3 Apr,0.0,0.0,0.0,0.0,27.4,30.9,25.3,5.0,32.8
4 Apr,0.0,0.0,0.0,0.0,28.8,33.5,26.4,8.4,30.6
5 Apr,0.4,0.4,0.4,0.4,28.1,32.0,26.9,4.8,23.8
6 Apr,3.0,2.4,2.8,2.8,28.3,33.0,26.4,5.9,32.8
7 Apr,3.4,2.4,2.6,3.4,28.7,32.9,26.4,6.3,32.4
8 Apr,0.0,0.0,0.0,0.0,28.9,32.6,26.1,6.9,32.4
9 Apr,0.0,0.0,0.0,0.0,28.9,32.7,26.9,7.2,37.4
10 Apr,1.4,0.8,1.4,1.4,28.7,32.2,26.6,7.9,33.1
11 Apr,0.0,0.0,0.0,0.0,28.2,32.1,26.3,4.6,23.8
12 Apr,13.0,11.8,12.8,13.0,28.2,32.8,25.0,5.4,35.3
13 Apr,0.0,0.0,0.0,0.0,28.7,33.4,26.5,6.6,34.2
14 Apr,0.0,0.0,0.0,0.0,28.8,32.5,26.4,7.9,35.3
15 Apr,0.0,0.0,0.0,0.0,28.7,32.0,26.5,7.5,30.6
16 Apr,0.0,0.0,0.0,0.0,29.2,32.9,26.9,8.3,35.3
17 Apr,3.8,3.8,3.8,3.8,29.2,32.6,27.2,7.7,38.5
18 Apr,0.0,0.0,0.0,0.0,29.0,32.7,27.1,5.3,28.8
19 Apr,1.2,0.6,1.0,1.2,28.2,33.1,24.5,5.3,36.0
20 Apr,0.0,0.0,0.0,0.0,29.2,32.8,27.1,5.3,28.1
21 Apr,0.4,0.2,0.2,0.4,28.3,33.1,25.2,5.1,29.9
22 Apr,3.0,3.0,3.0,3.0,27.8,32.7,25.1,5.8,30.2
23 Apr,0.4,0.2,0.4,0.4,27.8,32.0,26.2,4.5,36.0
24 Apr,12.2,10.2,12.2,12.2,27.2,33.2,23.4,5.6,31.0
25 Apr,17.8,15.0,17.4,17.8,27.3,31.9,23.6,5.1,38.5
26 Apr,3.4,2.2,2.2,2.4,27.4,32.1,25.0,5.0,38.2
27 Apr,20.4,19.6,20.4,20.4,27.2,30.6,23.1,3.9,41.4
28 Apr,24.4,18.2,22.2,23.4,27.3,32.0,22.7,5.3,37.1
29 Apr,0.0,0.0,0.0,0.0,28.4,33.0,25.8,3.5,22.0
30 Apr,5.4,4.8,5.0,5.0,27.2,31.4,24.3,4.9,32.8
1 Mar,0.0,0.0,0.0,0.0,28.2,32.5,25.5,7.7,34.2
2 Mar,0.0,0.0,0.0,0.0,27.2,33.6,24.4,6.5,38.5
3 Mar,0.0,0.0,0.0,0.0,27.9,32.3,25.5,6.7,33.5
4 Mar,0.0,0.0,0.0,0.0,27.8,32.0,25.9,6.1,34.9
5 Mar,0.0,0.0,0.0,0.0,27.9,33.9,25.2,6.0,34.2
6 Mar,0.0,0.0,0.0,0.0,27.6,32.0,24.9,6.4,26.6
7 Mar,0.0,0.0,0.0,0.0,28.0,32.5,25.4,7.3,33.5
8 Mar,1.6,1.6,1.6,1.6,27.8,33.1,25.2,5.8,29.2
9 Mar,0.2,0.2,0.2,0.2,27.6,32.0,25.4,6.4,34.6
10 Mar,0.0,0.0,0.0,0.0,27.6,32.3,24.6,7.1,40.7
